id_member,age,gender,height,weight,bmi,fat_percentage,source_file,ingested_at
76,18,Female,1.8,50.1,29.04,30.8,members_tracking_synthetic.csv,2026-02-17 11:14:26.755230
77,18,Female,1.81,67.9,12.32,33.8,members_tracking_synthetic.csv,2026-02-17 11:14:26.755230
78,18,Female,1.81,78.5,15.7,29.9,members_tracking_synthetic.csv,2026-02-17 11:14:26.755230
79,18,Female,1.82,69.8,34.21,31.4,members_tracking_synthetic.csv,2026-02-17 11:14:26.755230
80,18,Female,1.82,96.0,12.32,23.8,members_tracking_synthetic.csv,2026-02-17 11:14:26.755230
81,18,Female,1.83,51.1,16.85,17.0,members_tracking_synthetic.csv,2026-02-17 11:14:26.755230
82,18,Female,1.83,74.8,15.29,22.9,members_tracking_synthetic.csv,2026-02-17 11:14:26.755230
83,18,Female,1.84,83.6,30.41,35.0,members_tracking_synthetic.csv,2026-02-17 11:14:26.755230
84,18,Female,1.85,63.4,15.64,21.4,members_tracking_synthetic.csv,2026-02-17 11:14:26.755230
85,18,Female,1.85,80.8,14.81,12.1,members_tracking_synthetic.csv,2026-02-17 11:14:26.755230
86,18,Female,1.86,45.1,18.99,25.5,members_tracking_synthetic.csv,2026-02-17 11:14:26.755230
87,18,Female,1.86,83.6,24.77,22.7,members_tracking_synthetic.csv,2026-02-17 11:14:26.755230
88,18,Female,1.87,58.4,17.66,26.9,members_tracking_synthetic.csv,2026-02-17 11:14:26.755230
89,18,Female,1.87,70.9,15.74,28.2,members_tracking_synthetic.csv,2026-02-17 11:14:26.755230
90,18,Female,1.88,40.0,14.1,22.6,members_tracking_synthetic.csv,2026-02-17 11:14:26.755230
91,18,Female,1.89,42.8,18.54,22.5,members_tracking_synthetic.csv,2026-02-17 11:14:26.755230
92,18,Female,1.9,40.0,19.51,17.4,members_tracking_synthetic.csv,2026-02-17 11:14:26.755230
93,18,Female,1.95,43.0,12.32,18.5,members_tracking_synthetic.csv,2026-02-17 11:14:26.755230
94,18,Female,1.96,43.8,21.88,29.7,members_tracking_synthetic.csv,2026-02-17 11:14:26.755230
95,18,Female,1.96,70.8,12.32,25.2,members_tracking_synthetic.csv,2026-02-17 11:14:26.755230
96,18,Female,1.99,98.5,15.7,22.7,members_tracking_synthetic.csv,2026-02-17 11:14:26.755230
97,18,Female,2.0,59.1,13.32,23.2,members_tracking_synthetic.csv,2026-02-17 11:14:26.755230
98,18,Female,2.0,80.7,18.28,25.6,members_tracking_synthetic.csv,2026-02-17 11:14:26.755230
99,18,Male,1.5,82.8,19.41,30.5,members_tracking_synthetic.csv,2026-02-17 11:14:26.755230
100,18,Male,1.5,129.4,18.07,22.0,members_tracking_synthetic.csv,2026-02-17 11:14:26.755230
101,18,Male,1.51,78.0,12.32,31.4,members_tracking_synthetic.csv,2026-02-17 11:14:26.755230
102,18,Male,1.52,94.7,22.4,16.7,members_tracking_synthetic.csv,2026-02-17 11:14:26.755230
103,18,Male,1.54,46.5,14.01,28.9,members_tracking_synthetic.csv,2026-02-17 11:14:26.755230
104,18,Male,1.54,71.9,24.65,18.9,members_tracking_synthetic.csv,2026-02-17 11:14:26.755230
105,18,Male,1.57,60.5,19.42,28.1,members_tracking_synthetic.csv,2026-02-17 11:14:26.755230
106,18,Male,1.58,40.0,28.07,24.7,members_tracking_synthetic.csv,2026-02-17 11:14:26.755230
107,18,Male,1.58,51.8,16.04,25.8,members_tracking_synthetic.csv,2026-02-17 11:14:26.755230
108,18,Male,1.58,98.9,12.32,27.5,members_tracking_synthetic.csv,2026-02-17 11:14:26.755230
109,18,Male,1.59,92.1,25.66,21.8,members_tracking_synthetic.csv,2026-02-17 11:14:26.755230
110,18,Male,1.59,101.2,19.39,28.6,members_tracking_synthetic.csv,2026-02-17 11:14:26.755230
111,18,Male,1.6,54.7,15.86,22.7,members_tracking_synthetic.csv,2026-02-17 11:14:26.755230
112,18,Male,1.6,61.3,14.7,13.7,members_tracking_synthetic.csv,2026-02-17 11:14:26.755230
113,18,Male,1.6,65.3,18.84,23.6,members_tracking_synthetic.csv,2026-02-17 11:14:26.755230
114,18,Male,1.61,64.2,12.83,25.9,members_tracking_synthetic.csv,2026-02-17 11:14:26.755230
115,18,Male,1.61,70.0,27.01,23.9,members_tracking.csv,2026-02-17 11:14:26.755230
116,18,Male,1.62,53.9,29.34,24.7,members_tracking_synthetic.csv,2026-02-17 11:14:26.755230
117,18,Male,1.62,66.6,12.58,21.3,members_tracking_synthetic.csv,2026-02-17 11:14:26.755230
118,18,Male,1.62,69.2,33.3,25.0,members_tracking_synthetic.csv,2026-02-17 11:14:26.755230
119,18,Male,1.62,83.2,18.69,10.0,members_tracking_synthetic.csv,2026-02-17 11:14:26.755230
120,18,Male,1.62,123.8,24.63,22.3,members_tracking_synthetic.csv,2026-02-17 11:14:26.755230
121,18,Male,1.63,63.2,23.79,27.5,members_tracking.csv,2026-02-17 11:14:26.755230
122,18,Male,1.64,40.0,18.78,25.6,members_tracking_synthetic.csv,2026-02-17 11:14:26.755230
123,18,Male,1.64,40.0,28.02,19.2,members_tracking_synthetic.csv,2026-02-17 11:14:26.755230
124,18,Male,1.64,42.3,15.26,26.4,members_tracking_synthetic.csv,2026-02-17 11:14:26.755230
125,18,Male,1.64,79.0,30.73,16.9,members_tracking_synthetic.csv,2026-02-17 11:14:26.755230
126,18,Male,1.64,81.0,13.42,21.7,members_tracking_synthetic.csv,2026-02-17 11:14:26.755230
127,18,Male,1.64,118.6,44.1,25.6,members_tracking.csv,2026-02-17 11:14:26.755230
128,18,Male,1.65,40.0,21.36,17.4,members_tracking_synthetic.csv,2026-02-17 11:14:26.755230
129,18,Male,1.66,52.0,20.41,26.7,members_tracking_synthetic.csv,2026-02-17 11:14:26.755230
130,18,Male,1.66,54.6,18.88,34.7,members_tracking_synthetic.csv,2026-02-17 11:14:26.755230
131,18,Male,1.66,63.0,14.75,24.5,members_tracking_synthetic.csv,2026-02-17 11:14:26.755230
132,18,Male,1.66,66.8,12.56,23.2,members_tracking_synthetic.csv,2026-02-17 11:14:26.755230
133,18,Male,1.66,79.2,14.27,18.1,members_tracking_synthetic.csv,2026-02-17 11:14:26.755230
134,18,Male,1.67,44.8,12.32,21.6,members_tracking_synthetic.csv,2026-02-17 11:14:26.755230
135,18,Male,1.67,61.0,17.17,27.4,members_tracking_synthetic.csv,2026-02-17 11:14:26.755230
136,18,Male,1.67,64.7,19.63,26.0,members_tracking_synthetic.csv,2026-02-17 11:14:26.755230
137,18,Male,1.67,125.9,45.14,20.6,members_tracking.csv,2026-02-17 11:14:26.755230
138,18,Male,1.68,49.1,15.28,23.7,members_tracking_synthetic.csv,2026-02-17 11:14:26.755230
139,18,Male,1.68,115.8,20.56,24.2,members_tracking_synthetic.csv,2026-02-17 11:14:26.755230
140,18,Male,1.69,50.0,28.53,21.6,members_tracking_synthetic.csv,2026-02-17 11:14:26.755230
141,18,Male,1.69,59.1,17.36,27.5,members_tracking_synthetic.csv,2026-02-17 11:14:26.755230
142,18,Male,1.69,67.7,21.16,26.8,members_tracking_synthetic.csv,2026-02-17 11:14:26.755230
143,18,Male,1.69,71.5,15.8,16.9,members_tracking_synthetic.csv,2026-02-17 11:14:26.755230
144,18,Male,1.7,40.0,18.76,26.8,members_tracking_synthetic.csv,2026-02-17 11:14:26.755230
145,18,Male,1.7,91.1,18.24,33.7,members_tracking_synthetic.csv,2026-02-17 11:14:26.755230
146,18,Male,1.71,63.9,21.96,30.2,members_tracking_synthetic.csv,2026-02-17 11:14:26.755230
147,18,Male,1.71,87.3,12.32,30.0,members_tracking_synthetic.csv,2026-02-17 11:14:26.755230
148,18,Male,1.71,112.4,24.43,33.5,members_tracking_synthetic.csv,2026-02-17 11:14:26.755230
149,18,Male,1.72,40.0,12.77,18.6,members_tracking_synthetic.csv,2026-02-17 11:14:26.755230
150,18,Male,1.72,40.0,17.79,26.4,members_tracking_synthetic.csv,2026-02-17 11:14:26.755230
151,18,Male,1.72,40.0,32.62,28.0,members_tracking_synthetic.csv,2026-02-17 11:14:26.755230
152,18,Male,1.73,40.0,18.62,29.9,members_tracking_synthetic.csv,2026-02-17 11:14:26.755230
153,18,Male,1.73,50.9,17.61,23.5,members_tracking_synthetic.csv,2026-02-17 11:14:26.755230
154,18,Male,1.73,100.0,12.32,23.3,members_tracking_synthetic.csv,2026-02-17 11:14:26.755230
155,18,Male,1.74,49.9,17.53,23.0,members_tracking_synthetic.csv,2026-02-17 11:14:26.755230
156,18,Male,1.74,52.4,13.4,10.0,members_tracking_synthetic.csv,2026-02-17 11:14:26.755230
157,18,Male,1.74,56.9,19.82,22.0,members_tracking_synthetic.csv,2026-02-17 11:14:26.755230
158,18,Male,1.74,57.5,12.32,33.9,members_tracking_synthetic.csv,2026-02-17 11:14:26.755230
159,18,Male,1.74,57.6,12.8,15.0,members_tracking_synthetic.csv,2026-02-17 11:14:26.755230
160,18,Male,1.74,82.3,17.15,26.0,members_tracking_synthetic.csv,2026-02-17 11:14:26.755230
161,18,Male,1.74,92.4,30.52,21.3,members_tracking.csv,2026-02-17 11:14:26.755230
162,18,Male,1.74,100.6,20.9,23.2,members_tracking_synthetic.csv,2026-02-17 11:14:26.755230
163,18,Male,1.75,47.3,30.5,29.0,members_tracking_synthetic.csv,2026-02-17 11:14:26.755230
164,18,Male,1.75,48.2,16.34,22.1,members_tracking_synthetic.csv,2026-02-17 11:14:26.755230
165,18,Male,1.75,48.7,38.48,34.4,members_tracking_synthetic.csv,2026-02-17 11:14:26.755230
166,18,Male,1.75,49.9,17.64,23.1,members_tracking_synthetic.csv,2026-02-17 11:14:26.755230
167,18,Male,1.75,56.2,17.29,29.6,members_tracking_synthetic.csv,2026-02-17 11:14:26.755230
168,18,Male,1.75,73.8,17.79,17.7,members_tracking_synthetic.csv,2026-02-17 11:14:26.755230
169,18,Male,1.75,78.1,17.61,31.6,members_tracking_synthetic.csv,2026-02-17 11:14:26.755230
170,18,Male,1.75,107.0,27.94,27.0,members_tracking_synthetic.csv,2026-02-17 11:14:26.755230
171,18,Male,1.76,52.6,30.92,21.0,members_tracking_synthetic.csv,2026-02-17 11:14:26.755230
172,18,Male,1.76,66.9,16.52,24.2,members_tracking_synthetic.csv,2026-02-17 11:14:26.755230
173,18,Male,1.76,74.1,13.25,13.7,members_tracking_synthetic.csv,2026-02-17 11:14:26.755230
174,18,Male,1.76,74.8,23.47,21.8,members_tracking_synthetic.csv,2026-02-17 11:14:26.755230
175,18,Male,1.76,77.8,16.37,24.6,members_tracking_synthetic.csv,2026-02-17 11:14:26.755230
176,18,Male,1.76,87.5,21.79,22.4,members_tracking_synthetic.csv,2026-02-17 11:14:26.755230
177,18,Male,1.76,91.1,14.34,28.8,members_tracking_synthetic.csv,2026-02-17 11:14:26.755230
178,18,Male,1.77,43.5,21.96,24.4,members_tracking_synthetic.csv,2026-02-17 11:14:26.755230
179,18,Male,1.77,49.9,24.35,25.9,members_tracking_synthetic.csv,2026-02-17 11:14:26.755230
180,18,Male,1.77,68.7,17.0,27.3,members_tracking_synthetic.csv,2026-02-17 11:14:26.755230
181,18,Male,1.77,79.2,19.07,12.9,members_tracking_synthetic.csv,2026-02-17 11:14:26.755230
182,18,Male,1.78,40.0,21.42,16.9,members_tracking_synthetic.csv,2026-02-17 11:14:26.755230
183,18,Male,1.78,59.0,12.32,18.9,members_tracking_synthetic.csv,2026-02-17 11:14:26.755230
184,18,Male,1.78,65.9,24.81,23.9,members_tracking_synthetic.csv,2026-02-17 11:14:26.755230
185,18,Male,1.78,71.3,34.18,20.6,members_tracking_synthetic.csv,2026-02-17 11:14:26.755230
186,18,Male,1.78,73.0,12.32,26.1,members_tracking_synthetic.csv,2026-02-17 11:14:26.755230
187,18,Male,1.78,73.7,21.08,27.4,members_tracking_synthetic.csv,2026-02-17 11:14:26.755230
188,18,Male,1.78,84.1,14.46,30.3,members_tracking_synthetic.csv,2026-02-17 11:14:26.755230
189,18,Male,1.8,40.0,12.32,32.5,members_tracking_synthetic.csv,2026-02-17 11:14:26.755230
190,18,Male,1.8,68.1,21.02,25.4,members_tracking.csv,2026-02-17 11:14:26.755230
191,18,Male,1.81,44.8,19.04,23.5,members_tracking_synthetic.csv,2026-02-17 11:14:26.755230
192,18,Male,1.82,40.0,28.42,26.0,members_tracking_synthetic.csv,2026-02-17 11:14:26.755230
193,18,Male,1.82,42.0,29.09,16.4,members_tracking_synthetic.csv,2026-02-17 11:14:26.755230
194,18,Male,1.82,64.5,19.47,23.4,members_tracking.csv,2026-02-17 11:14:26.755230
195,18,Male,1.82,64.8,17.69,21.9,members_tracking_synthetic.csv,2026-02-17 11:14:26.755230
196,18,Male,1.83,50.0,14.29,19.0,members_tracking_synthetic.csv,2026-02-17 11:14:26.755230
197,18,Male,1.83,51.4,16.63,23.7,members_tracking_synthetic.csv,2026-02-17 11:14:26.755230
198,18,Male,1.84,46.9,13.0,21.8,members_tracking_synthetic.csv,2026-02-17 11:14:26.755230
199,18,Male,1.84,71.1,30.36,15.2,members_tracking_synthetic.csv,2026-02-17 11:14:26.755230
200,18,Male,1.84,72.8,12.32,23.5,members_tracking_synthetic.csv,2026-02-17 11:14:26.755230
201,18,Male,1.84,82.3,24.31,13.3,members_tracking.csv,2026-02-17 11:14:26.755230
202,18,Male,1.84,89.4,14.77,17.3,members_tracking_synthetic.csv,2026-02-17 11:14:26.755230
203,18,Male,1.85,40.0,21.16,32.7,members_tracking_synthetic.csv,2026-02-17 11:14:26.755230
204,18,Male,1.85,41.6,12.32,14.5,members_tracking_synthetic.csv,2026-02-17 11:14:26.755230
205,18,Male,1.85,47.8,12.32,30.8,members_tracking_synthetic.csv,2026-02-17 11:14:26.755230
206,18,Male,1.85,62.0,18.12,23.7,members_tracking.csv,2026-02-17 11:14:26.755230
207,18,Male,1.86,56.5,13.7,20.6,members_tracking_synthetic.csv,2026-02-17 11:14:26.755230
208,18,Male,1.86,63.9,24.05,24.0,members_tracking_synthetic.csv,2026-02-17 11:14:26.755230
209,18,Male,1.87,40.9,39.61,17.1,members_tracking_synthetic.csv,2026-02-17 11:14:26.755230
210,18,Male,1.87,59.4,36.72,14.9,members_tracking_synthetic.csv,2026-02-17 11:14:26.755230
211,18,Male,1.87,62.7,13.14,10.3,members_tracking_synthetic.csv,2026-02-17 11:14:26.755230
212,18,Male,1.88,71.9,15.96,10.0,members_tracking_synthetic.csv,2026-02-17 11:14:26.755230
213,18,Male,1.88,74.6,30.5,18.0,members_tracking_synthetic.csv,2026-02-17 11:14:26.755230
214,18,Male,1.88,89.2,13.63,29.7,members_tracking_synthetic.csv,2026-02-17 11:14:26.755230
215,18,Male,1.89,50.6,27.87,28.5,members_tracking_synthetic.csv,2026-02-17 11:14:26.755230
216,18,Male,1.89,73.0,17.22,15.6,members_tracking_synthetic.csv,2026-02-17 11:14:26.755230
217,18,Male,1.93,56.5,16.43,22.3,members_tracking_synthetic.csv,2026-02-17 11:14:26.755230
218,18,Male,1.93,87.6,23.52,11.9,members_tracking.csv,2026-02-17 11:14:26.755230
219,18,Male,1.94,41.6,19.74,25.0,members_tracking_synthetic.csv,2026-02-17 11:14:26.755230
220,18,Male,1.94,83.1,17.84,24.4,members_tracking_synthetic.csv,2026-02-17 11:14:26.755230
221,18,Male,1.95,48.6,12.32,23.1,members_tracking_synthetic.csv,2026-02-17 11:14:26.755230
222,18,Male,1.96,83.2,21.66,13.6,members_tracking.csv,2026-02-17 11:14:26.755230
223,18,Male,1.97,75.4,15.43,29.7,members_tracking_synthetic.csv,2026-02-17 11:14:26.755230
224,18,Male,1.97,114.5,29.5,24.1,members_tracking.csv,2026-02-17 11:14:26.755230
225,18,Male,2.0,46.3,17.38,22.5,members_tracking_synthetic.csv,2026-02-17 11:14:26.755230
226,18,Male,2.0,50.6,20.88,19.8,members_tracking_synthetic.csv,2026-02-17 11:14:26.755230
227,18,Male,2.0,56.1,12.32,27.4,members_tracking_synthetic.csv,2026-02-17 11:14:26.755230
228,18,Male,2.0,57.9,18.31,28.3,members_tracking_synthetic.csv,2026-02-17 11:14:26.755230
229,18,Male,2.0,86.1,13.06,19.7,members_tracking_synthetic.csv,2026-02-17 11:14:26.755230
230,18,Male,2.0,97.5,42.88,24.8,members_tracking_synthetic.csv,2026-02-17 11:14:26.755230
231,19,Female,1.52,48.3,20.91,26.3,members_tracking.csv,2026-02-17 11:14:26.755230
232,19,Female,1.52,65.2,28.22,30.6,members_tracking.csv,2026-02-17 11:14:26.755230
233,19,Female,1.53,64.0,27.34,29.8,members_tracking.csv,2026-02-17 11:14:26.755230
234,19,Female,1.57,59.1,23.98,17.9,members_tracking.csv,2026-02-17 11:14:26.755230
235,19,Female,1.58,65.7,26.32,25.9,members_tracking.csv,2026-02-17 11:14:26.755230
236,19,Female,1.59,60.5,23.93,30.1,members_tracking.csv,2026-02-17 11:14:26.755230
237,19,Female,1.6,64.8,21.61,22.3,members_tracking_synthetic.csv,2026-02-17 11:14:26.755230
238,19,Female,1.6,69.2,27.03,32.4,members_tracking.csv,2026-02-17 11:14:26.755230
239,19,Female,1.63,46.8,17.61,34.4,members_tracking.csv,2026-02-17 11:14:26.755230
240,19,Female,1.63,64.3,24.2,18.0,members_tracking.csv,2026-02-17 11:14:26.755230
241,19,Female,1.68,49.1,17.4,25.3,members_tracking.csv,2026-02-17 11:14:26.755230
242,19,Female,1.68,50.6,17.93,30.6,members_tracking.csv,2026-02-17 11:14:26.755230
243,19,Female,1.69,49.0,17.16,29.2,members_tracking.csv,2026-02-17 11:14:26.755230
244,19,Female,1.7,43.6,19.35,23.9,members_tracking_synthetic.csv,2026-02-17 11:14:26.755230
245,19,Female,1.71,55.2,20.85,10.0,members_tracking_synthetic.csv,2026-02-17 11:14:26.755230
246,19,Female,1.71,129.9,12.32,29.6,members_tracking_synthetic.csv,2026-02-17 11:14:26.755230
247,19,Female,1.73,66.7,19.24,24.9,members_tracking_synthetic.csv,2026-02-17 11:14:26.755230
248,19,Female,1.75,72.4,23.64,31.0,members_tracking.csv,2026-02-17 11:14:26.755230
249,19,Female,1.77,40.0,19.2,27.7,members_tracking_synthetic.csv,2026-02-17 11:14:26.755230
250,19,Female,1.77,58.8,18.77,32.8,members_tracking.csv,2026-02-17 11:14:26.755230
251,19,Female,1.77,73.9,23.59,32.5,members_tracking.csv,2026-02-17 11:14:26.755230
252,19,Female,1.79,73.0,22.78,27.7,members_tracking.csv,2026-02-17 11:14:26.755230
253,19,Female,1.79,76.4,14.21,33.3,members_tracking_synthetic.csv,2026-02-17 11:14:26.755230
254,19,Female,1.79,82.8,21.95,10.0,members_tracking_synthetic.csv,2026-02-17 11:14:26.755230
255,19,Female,1.84,51.4,16.95,20.9,members_tracking_synthetic.csv,2026-02-17 11:14:26.755230
256,19,Female,1.84,76.6,19.76,28.3,members_tracking_synthetic.csv,2026-02-17 11:14:26.755230
257,19,Female,1.85,74.7,16.46,19.4,members_tracking_synthetic.csv,2026-02-17 11:14:26.755230
258,19,Female,1.85,90.6,19.15,27.5,members_tracking_synthetic.csv,2026-02-17 11:14:26.755230
259,19,Female,1.91,71.7,19.09,32.5,members_tracking_synthetic.csv,2026-02-17 11:14:26.755230
260,19,Female,1.93,40.0,12.32,24.7,members_tracking_synthetic.csv,2026-02-17 11:14:26.755230
261,19,Male,1.59,40.0,13.85,27.1,members_tracking_synthetic.csv,2026-02-17 11:14:26.755230
262,19,Male,1.6,42.1,16.65,12.7,members_tracking_synthetic.csv,2026-02-17 11:14:26.755230
263,19,Male,1.6,51.8,16.69,25.3,members_tracking_synthetic.csv,2026-02-17 11:14:26.755230
264,19,Male,1.64,58.6,21.91,10.0,members_tracking_synthetic.csv,2026-02-17 11:14:26.755230
265,19,Male,1.67,75.3,23.17,27.4,members_tracking_synthetic.csv,2026-02-17 11:14:26.755230
266,19,Male,1.69,41.9,17.97,27.9,members_tracking_synthetic.csv,2026-02-17 11:14:26.755230
