id_food,name,category,calories,proteins,carbohydrates,fats,fiber,sodium,sugar,source_file,ingested_at
118,chimichanga with beef cheese,,443.0,20.1,39.3,23.049999999999997,,0.696,,food_data_group1.csv,2026-02-17 11:14:15.427956
119,egg cheese sandwich,,340.0,15.6,25.9,19.4,,0.696,,food_data_group1.csv,2026-02-17 11:14:15.427956
120,biscuit with egg bacon,,458.0,17.0,28.6,23.049999999999997,,0.696,,food_data_group1.csv,2026-02-17 11:14:15.427956
121,pupusas con queso,,300.0,13.7,26.2,15.5,,0.5,,food_data_group1.csv,2026-02-17 11:14:15.427956
122,apple croissant,,145.0,4.2,21.1,5.0,,0.2,,food_data_group1.csv,2026-02-17 11:14:15.427956
123,refried red beans,,336.0,11.7,36.0,16.1,,0.696,,food_data_group1.csv,2026-02-17 11:14:15.427956
124,tostada with guacamole,,180.0,6.2,16.0,11.6,,0.4,,food_data_group1.csv,2026-02-17 11:14:15.427956
125,chicken sandwich,,468.0,30.4,39.1,20.9,,0.696,,food_data_group1.csv,2026-02-17 11:14:15.427956
126,fried rice,,228.0,6.5,43.4,3.2,,0.6,,food_data_group1.csv,2026-02-17 11:14:15.427956
127,pupusas del cerdo,,283.0,14.0,28.1,12.7,,0.5,,food_data_group1.csv,2026-02-17 11:14:15.427956
128,turkey pot pie,,578.25,25.8,61.875,23.049999999999997,,0.696,,food_data_group1.csv,2026-02-17 11:14:15.427956
129,cheese croissant,,331.0,7.4,37.6,16.7,,0.3,,food_data_group1.csv,2026-02-17 11:14:15.427956
130,chimichanga with beef,,425.0,19.6,42.8,19.7,,0.696,,food_data_group1.csv,2026-02-17 11:14:15.427956
131,french toast with butter,,178.0,5.2,18.0,9.4,,0.3,,food_data_group1.csv,2026-02-17 11:14:15.427956
132,ham egg cheese sandwich,,347.0,19.2,30.9,16.3,,0.696,,food_data_group1.csv,2026-02-17 11:14:15.427956
133,english muffin with butter,,189.0,4.9,30.4,5.8,,0.4,,food_data_group1.csv,2026-02-17 11:14:15.427956
134,savoury noodle one pan dinner tandaco,,172.0,0.0,5.5,1.2,,0.0,,food_data_group1.csv,2026-02-17 11:14:15.427956
135,ham cheese sandwich,,352.0,20.7,33.3,15.5,,0.696,,food_data_group1.csv,2026-02-17 11:14:15.427956
136,sweet gefilte fish,,35.0,3.8,3.1,0.7,,0.2,,food_data_group1.csv,2026-02-17 11:14:15.427956
137,poached egg,,72.0,6.3,0.4,4.7,,0.1,,food_data_group1.csv,2026-02-17 11:14:15.427956
138,tostada with beef cheese,,315.0,19.0,22.8,16.3,,0.696,,food_data_group1.csv,2026-02-17 11:14:15.427956
139,tostada with beans cheese,,223.0,9.6,26.5,9.9,,0.5,,food_data_group1.csv,2026-02-17 11:14:15.427956
140,pork tamale,,247.0,10.4,22.4,12.8,,0.696,,food_data_group1.csv,2026-02-17 11:14:15.427956
141,nachos with cheese,,274.0,3.5,27.9,17.2,,0.3,,food_data_group1.csv,2026-02-17 11:14:15.427956
142,pulled pork in barbecue sauce,,418.0,32.05,46.7,11.0,,0.696,,food_data_group1.csv,2026-02-17 11:14:15.427956
143,baked potato with cheese sauce,,474.0,14.6,46.5,23.049999999999997,,0.4,,food_data_group1.csv,2026-02-17 11:14:15.427956
144,baked beans,,310.0,11.1,43.3,10.3,,0.696,,food_data_group1.csv,2026-02-17 11:14:15.427956
145,arroz con frijoles,,220.0,6.8,35.6,5.6,,0.6,,food_data_group1.csv,2026-02-17 11:14:15.427956
146,taco with beef cheese lettuce,,156.0,6.1,13.7,8.8,,0.3,,food_data_group1.csv,2026-02-17 11:14:15.427956
147,burrito with beans cheese beef,,165.0,7.3,19.8,6.6,,0.5,,food_data_group1.csv,2026-02-17 11:14:15.427956
148,egg mix,,30.0,2.4,0.098,2.2,,0.012,,food_data_group1.csv,2026-02-17 11:14:15.427956
149,falafel,,57.0,2.3,5.4,3.0,,0.081,,food_data_group1.csv,2026-02-17 11:14:15.427956
150,taco salad with chili con carne,,193.0,11.6,17.7,8.8,,0.6,,food_data_group1.csv,2026-02-17 11:14:15.427956
151,wonton wrappers,,93.0,3.1,18.5,0.5,,0.2,,food_data_group1.csv,2026-02-17 11:14:15.427956
152,hushpuppies,,512.0,11.7,61.875,20.5,,0.696,,food_data_group1.csv,2026-02-17 11:14:15.427956
153,chicken pot pie,,578.25,14.6,57.3,23.049999999999997,,0.696,,food_data_group1.csv,2026-02-17 11:14:15.427956
154,general tsos chicken,,578.25,32.05,61.875,23.049999999999997,,0.696,,food_data_group1.csv,2026-02-17 11:14:15.427956
155,burrito with beans cheese,,379.0,13.6,57.8,11.2,,0.696,,food_data_group1.csv,2026-02-17 11:14:15.427956
156,vegetarian fillets,,247.0,19.6,7.7,15.3,,0.4,,food_data_group1.csv,2026-02-17 11:14:15.427956
157,biscuit with egg sausage,,505.0,18.0,34.1,23.049999999999997,,0.696,,food_data_group1.csv,2026-02-17 11:14:15.427956
158,chicken chow mein,,513.0,32.05,50.1,16.9,,0.696,,food_data_group1.csv,2026-02-17 11:14:15.427956
159,fruit burrito,,231.0,2.5,35.0,9.5,,0.2,,food_data_group1.csv,2026-02-17 11:14:15.427956
160,arroz con leche,,369.0,8.1,61.875,9.3,,0.3,,food_data_group1.csv,2026-02-17 11:14:15.427956
161,caramel custard flan,,444.0,13.9,61.875,12.3,,0.2,,food_data_group1.csv,2026-02-17 11:14:15.427956
162,gelatin dessert,,167.0,3.3,38.3,0.0,,0.2,,food_data_group1.csv,2026-02-17 11:14:15.427956
163,chocolate milk dessert,,229.0,5.9,51.6,1.4,,0.1,,food_data_group1.csv,2026-02-17 11:14:15.427956
164,chocolate mousse,,338.0,6.2,24.1,23.049999999999997,,0.081,,food_data_group1.csv,2026-02-17 11:14:15.427956
165,dulce de leche,,60.0,1.3,10.5,1.4,,0.036,,food_data_group1.csv,2026-02-17 11:14:15.427956
166,apple crisp,,454.0,4.9,61.875,9.7,,0.696,,food_data_group1.csv,2026-02-17 11:14:15.427956
167,spinach spaghetti cooked,,182.0,6.4,36.6,0.9,,0.061,,food_data_group1.csv,2026-02-17 11:14:15.427956
168,corn pasta cooked,,176.0,3.7,39.1,1.0,,0.0,,food_data_group1.csv,2026-02-17 11:14:15.427956
169,spaghetti with meat sauce,,255.0,14.3,43.1,2.9,,0.696,,food_data_group1.csv,2026-02-17 11:14:15.427956
170,pasta with meatballs in tomato sauce,,273.0,10.6,28.3,13.0,,0.696,,food_data_group1.csv,2026-02-17 11:14:15.427956
171,cheese tortellini,,332.0,14.6,50.8,7.8,,0.4,,food_data_group1.csv,2026-02-17 11:14:15.427956
172,pasta with sliced franks in tomato sauce,,227.0,11.0,32.0,6.0,,0.696,,food_data_group1.csv,2026-02-17 11:14:15.427956
173,lasagna,,166.0,9.0,18.9,6.1,,0.5,,food_data_group1.csv,2026-02-17 11:14:15.427956
174,macaroni cheese,,310.0,12.6,43.7,9.4,,0.696,,food_data_group1.csv,2026-02-17 11:14:15.427956
175,vegetable lasagna,,316.0,15.6,32.2,13.7,,0.696,,food_data_group1.csv,2026-02-17 11:14:15.427956
176,spinach egg noodles cooked,,211.0,8.1,38.8,2.5,,0.068,,food_data_group1.csv,2026-02-17 11:14:15.427956
177,cheese lasagna,,316.0,15.9,33.6,13.0,,0.696,,food_data_group1.csv,2026-02-17 11:14:15.427956
178,pasta with tomato sauce,,176.0,5.6,35.1,1.8,,0.696,,food_data_group1.csv,2026-02-17 11:14:15.427956
179,spinach pasta cooked,,37.0,1.4,7.1,0.3,,0.004,,food_data_group1.csv,2026-02-17 11:14:15.427956
180,vegetable chicken soup,,166.0,12.3,21.1,4.8,,0.075,,food_data_group1.csv,2026-02-17 11:14:15.427956
181,bean ham soup,,198.0,10.3,33.5,2.5,,0.5,,food_data_group1.csv,2026-02-17 11:14:15.427956
182,cream of chicken soup,,227.0,6.0,18.0,14.5,,0.696,,food_data_group1.csv,2026-02-17 11:14:15.427956
183,tomato soup canned,,139.0,6.3,22.6,3.3,,0.5,,food_data_group1.csv,2026-02-17 11:14:15.427956
184,egg drop soup,,65.0,2.8,10.3,1.5,,0.696,,food_data_group1.csv,2026-02-17 11:14:15.427956
185,scotch broth,,197.0,12.1,23.0,6.4,,0.696,,food_data_group1.csv,2026-02-17 11:14:15.427956
186,cream of onion soup,,268.0,6.7,31.7,12.8,,0.696,,food_data_group1.csv,2026-02-17 11:14:15.427956
187,chicken broth dry,,10.0,0.7,1.1,0.2,,0.696,,food_data_group1.csv,2026-02-17 11:14:15.427956
188,vegetable soup with beef broth,,162.0,6.0,26.3,3.8,,0.696,,food_data_group1.csv,2026-02-17 11:14:15.427956
189,chili with beans canned,,287.0,14.6,30.5,14.1,,0.696,,food_data_group1.csv,2026-02-17 11:14:15.427956
190,beef noodle soup,,168.0,9.6,17.9,6.2,,0.696,,food_data_group1.csv,2026-02-17 11:14:15.427956
191,consomme dry,,17.0,2.2,1.9,0.2,,0.696,,food_data_group1.csv,2026-02-17 11:14:15.427956
192,chicken mushroom soup,,126.0,2.0,15.1,6.1,,0.696,,food_data_group1.csv,2026-02-17 11:14:15.427956
193,beef vegetable soup,,120.0,8.0,15.4,2.9,,0.696,,food_data_group1.csv,2026-02-17 11:14:15.427956
194,black bean soup,,234.0,12.4,39.6,3.4,,0.696,,food_data_group1.csv,2026-02-17 11:14:15.427956
195,split pea soup with ham bacon,,189.0,11.6,28.6,3.1,,0.696,,food_data_group1.csv,2026-02-17 11:14:15.427956
196,cream of mushroom soup,,199.0,3.4,17.1,13.4,,0.696,,food_data_group1.csv,2026-02-17 11:14:15.427956
197,green pea soup,,320.0,16.7,51.7,5.7,,0.696,,food_data_group1.csv,2026-02-17 11:14:15.427956
198,chicken broth soup,,78.0,11.1,1.9,2.6,,0.696,,food_data_group1.csv,2026-02-17 11:14:15.427956
199,chicken mushroom chowder soup,,431.0,16.2,38.3,23.049999999999997,,0.696,,food_data_group1.csv,2026-02-17 11:14:15.427956
200,chicken dumplings soup,,235.0,13.6,14.7,13.4,,0.696,,food_data_group1.csv,2026-02-17 11:14:15.427956
201,chicken vegetable soup,,148.0,7.1,17.0,5.6,,0.696,,food_data_group1.csv,2026-02-17 11:14:15.427956
202,turkey vegetable soup,,72.0,3.1,8.6,3.0,,0.696,,food_data_group1.csv,2026-02-17 11:14:15.427956
203,wonton soup,,71.0,4.6,11.7,0.6,,0.696,,food_data_group1.csv,2026-02-17 11:14:15.427956
204,beef stock,,31.0,4.7,2.9,0.2,,0.5,,food_data_group1.csv,2026-02-17 11:14:15.427956
205,mushroom barley soup,,186.0,4.6,29.3,5.5,,0.696,,food_data_group1.csv,2026-02-17 11:14:15.427956
206,gazpacho soup,,70.0,10.7,6.6,0.4,,0.696,,food_data_group1.csv,2026-02-17 11:14:15.427956
207,beef mushroom soup,,186.0,14.0,15.9,7.3,,0.696,,food_data_group1.csv,2026-02-17 11:14:15.427956
208,chicken rice soup,,127.0,12.3,13.0,3.2,,0.696,,food_data_group1.csv,2026-02-17 11:14:15.427956
209,pepperpot soup,,100.0,6.2,9.1,4.5,,0.696,,food_data_group1.csv,2026-02-17 11:14:15.427956
210,vegetable soup,,149.0,4.3,24.6,4.0,,0.696,,food_data_group1.csv,2026-02-17 11:14:15.427956
211,chili beef soup,,308.0,13.4,49.6,6.7,,0.696,,food_data_group1.csv,2026-02-17 11:14:15.427956
212,chicken soup,,174.0,12.4,16.9,6.5,,0.696,,food_data_group1.csv,2026-02-17 11:14:15.427956
213,bean with frankfurters soup,,188.0,10.0,22.0,7.0,,0.696,,food_data_group1.csv,2026-02-17 11:14:15.427956
214,pea soup,,161.0,8.3,25.6,2.8,,0.015,,food_data_group1.csv,2026-02-17 11:14:15.427956
215,turkey soup,,135.0,10.2,14.1,4.4,,0.696,,food_data_group1.csv,2026-02-17 11:14:15.427956
216,stockpot soup,,201.0,9.8,23.1,7.8,,0.696,,food_data_group1.csv,2026-02-17 11:14:15.427956
217,hot sour soup,,91.0,6.0,10.1,2.8,,0.696,,food_data_group1.csv,2026-02-17 11:14:15.427956
218,cheese soup,,203.0,2.0,28.0,9.7,,0.696,,food_data_group1.csv,2026-02-17 11:14:15.427956
219,cream of potato soup,,186.0,3.8,32.2,4.7,,0.696,,food_data_group1.csv,2026-02-17 11:14:15.427956
220,bean with bacon soup,,106.0,5.5,16.4,2.1,,0.696,,food_data_group1.csv,2026-02-17 11:14:15.427956
221,fish stock,,40.0,5.3,0.0,1.9,,0.4,,food_data_group1.csv,2026-02-17 11:14:15.427956
222,split pea soup with ham,,381.0,20.7,56.2,8.9,,0.696,,food_data_group1.csv,2026-02-17 11:14:15.427956
223,beef broth soup,,17.0,2.7,0.01,0.5,,0.696,,food_data_group1.csv,2026-02-17 11:14:15.427956
224,lentil soup with ham,,139.0,9.3,20.2,2.8,,0.696,,food_data_group1.csv,2026-02-17 11:14:15.427956
225,tomato soup,,98.0,2.2,22.5,0.7,,0.6,,food_data_group1.csv,2026-02-17 11:14:15.427956
226,fish broth,,39.0,4.9,1.0,1.5,,0.5,,food_data_group1.csv,2026-02-17 11:14:15.427956
227,chili without beans canned,,283.0,18.1,14.6,17.0,,0.696,,food_data_group1.csv,2026-02-17 11:14:15.427956
228,minestrone soup,,167.0,8.6,22.6,5.0,,0.696,,food_data_group1.csv,2026-02-17 11:14:15.427956
229,clam chowder soup,,154.0,4.4,24.5,4.4,,0.696,,food_data_group1.csv,2026-02-17 11:14:15.427956
230,tomato vegetable soup,,54.0,1.9,9.9,0.8,,0.3,,food_data_group1.csv,2026-02-17 11:14:15.427956
231,cream of rice coup,,127.0,2.2,28.1,0.2,,0.4,,food_data_group1.csv,2026-02-17 11:14:15.427956
